Mental Status,Study Hours per Week,Attendance Rate,Gender,Previous Physics average,Previous Chemistry average,Previous Mathematics  average,Extracurricular Activities,Family Support,failures,famrel,freetime,goout,Dalc,Walc,absences,guardian,schoolsup,paidClass,Parent Education Level
Mild,5.7,74.7,Male,66.36,53.84,47.4,No,None,0,3.99,4,4,1,1,21,father,no,no,None
Severe,13.5,83.3,Female,79.79,70.8,47.7,No,Minimal Support,1,3.47,4,3,3,3,13,mother,yes,no,Diploma level
Mild,7.1,52.4,Female,51.36,43.05,68.6,No,None,2,3.4,3,2,0,-1,4,father,yes,no,Master
Normal,10.6,70.1,Male,48.67,52.11,54.6,No,None,1,3.9,3,4,2,2,3,mother,no,no,Diploma level
Severe,22.8,74,Female,77.18,51.78,69.3,Yes,Minimal Support,1,2.8,3,2,-1,3,0,mother,yes,no,NVQ qualified
Normal,,75.9,Male,54.1,62.69,46.9,Yes,Strong Support,1,3.63,3,5,1,3,4,mother,yes,no,None
Severe,15.7,72.1,Male,58.38,53.76,72.3,No,Minimal Support,0,4.01,6,3,0,3,4,mother,yes,no,Diploma level
Mild,6.5,56.3,Male,39.9,30.52,58.5,Yes,None,1,4.33,2,3,0,0,0,father,yes,no,Degree
Moderate,9.8,81.8,Female,55.59,56.14,60.6,No,Minimal Support,0,3.87,5,2,1,2,1,mother,yes,no,NVQ qualified
Mild,18.9,74.1,Male,61.74,50.6,45.5,Yes,Minimal Support,1,4.85,2,5,1,1,6,mother,no,yes,None
Normal,6.9,74.1,Male,54.99,57.33,80.3,No,None,2,3.81,3,5,1,1,0,mother,yes,yes,Diploma level
Severe,19.1,53.3,Female,39.35,59.68,67.1,Yes,None,2,4.75,2,3,1,2,0,father,no,no,Degree
Moderate,13.5,,Male,39,44.08,,Yes,Strong Support,1,3.59,2,3,1,3,5,father,yes,no,NVQ qualified
Moderate,7.2,,Female,55.85,48.19,45.9,No,Strong Support,0,4.09,4,3,1,4,25,mother,yes,no,High school
Normal,13.2,107.3,Male,73.87,67.13,75.1,No,Moderate Support,1,4.83,3,2,0,3,15,mother,yes,no,Master
Mild,14.9,,Female,32.58,32.53,65.6,No,Strong Support,0,1.58,2,2,2,1,9,mother,no,yes,None
Normal,13.1,90.2,Female,33.53,58.13,57.6,No,Minimal Support,0,3.81,2,5,3,2,5,mother,yes,yes,None
Mild,2.1,36.8,Male,37.86,46.29,85.7,No,None,0,2.9,3,5,2,1,1,mother,yes,no,High school
Normal,6.4,29.8,Female,52.15,68.06,71.1,nan,None,0,4.05,3,4,1,3,8,other,yes,yes,Degree
Mild,8.8,63.9,Female,61.93,72.06,71.8,Yes,None,0,4.64,4,5,1,1,11,mother,yes,no,None
Mild,9.6,29.8,Female,52.71,69.51,35.5,Yes,None,0,3.75,5,5,1,4,6,mother,no,no,High school
Mild,13.1,89.6,Female,31.68,44.73,81.2,Yes,Minimal Support,1,3.08,3,5,1,3,8,mother,yes,no,Degree
Moderate,10.9,74.6,Female,72.2,62.63,71.7,No,Minimal Support,0,3.91,3,3,2,1,5,mother,yes,yes,NVQ qualified
Severe,3.3,103,Female,74.11,45.73,83.6,No,Minimal Support,1,3.98,1,1,3,1,4,mother,yes,no,None
Moderate,11.9,71.7,Female,64.67,56.52,56.1,Yes,Minimal Support,1,2.73,2,2,1,3,15,mother,yes,yes,Degree
Normal,,79.9,Male,54.58,43.87,54.3,No,Strong Support,1,3.69,3,5,1,1,3,father,yes,no,Master
Normal,12.8,69.6,Male,50.46,56.49,89.2,No,Minimal Support,-1,3.52,5,2,1,4,9,mother,yes,yes,High school
Moderate,15.4,57.5,Female,63.62,57.84,79.4,No,None,1,4.62,5,3,1,2,1,father,yes,no,None
Moderate,14.2,66.9,Male,58.77,44.09,43.6,Yes,Minimal Support,-1,2.8,4,2,2,1,9,father,yes,no,High school
Mild,12.3,50.9,Male,31.63,30.45,65.2,No,None,1,4.2,2,3,4,1,6,mother,yes,no,Diploma level
Normal,9.6,82.7,Female,47.89,38.59,80.3,No,Minimal Support,2,1.48,3,2,1,0,16,father,yes,no,NVQ qualified
Mild,1.7,,Male,47.08,52.83,67.7,Yes,Strong Support,0,3.32,3,5,3,2,12,mother,yes,no,High school
Severe,12.1,,Male,69.73,66,56.8,No,Strong Support,2,2.49,1,5,1,3,12,mother,yes,no,Diploma level
Normal,11,131.5,Female,65.16,61.39,55,No,Moderate Support,0,4.55,4,2,2,0,1,mother,yes,yes,NVQ qualified
Severe,11.4,66.9,Male,48.54,64.31,66,Yes,None,1,3.23,3,3,1,2,6,mother,yes,no,Degree
Mild,3.6,81.3,Female,83.96,74.62,80.3,No,None,2,4.68,3,3,1,1,8,other,yes,no,Master
Severe,4.6,73.9,Male,84.72,73.02,50.1,Yes,None,0,5.94,4,3,3,1,8,mother,no,no,None
Moderate,15.3,98.2,Female,70,45.25,33,No,Minimal Support,0,3.67,3,4,2,2,8,mother,yes,yes,NVQ qualified
Moderate,9.8,79.8,Male,69.68,61.36,,No,Minimal Support,0,3.68,2,3,1,1,14,mother,yes,no,Degree
Mild,13.4,69.6,Female,41.43,51.04,71.8,Yes,Minimal Support,0,2.97,4,4,2,1,14,father,yes,no,NVQ qualified
Moderate,10.1,120.9,Male,50.97,78.5,75.1,Yes,Moderate Support,0,3.44,2,4,2,4,6,mother,yes,no,High school
Severe,10.1,57.8,Female,39.37,35.8,49.8,Yes,None,1,4.62,5,4,1,3,1,mother,yes,no,High school
Mild,14.7,71.1,Female,47.73,34.46,69,No,Minimal Support,2,3.34,4,4,3,1,6,mother,yes,no,Degree
Mild,7.4,93.3,Male,76.98,67.91,55.4,Yes,Minimal Support,-1,2.88,1,1,1,0,6,mother,yes,no,None
Normal,10.5,58.6,Male,44.59,58.45,76,No,None,0,2.47,2,5,1,3,12,mother,yes,yes,Diploma level
Moderate,7.7,90.3,Female,70.81,75.49,63,No,Minimal Support,1,2.32,4,2,2,5,9,mother,yes,no,NVQ qualified
Severe,7.8,65.4,Female,62.08,56.17,77.6,Yes,None,1,2.83,3,1,1,1,13,mother,yes,no,Master
Normal,8.5,95.1,Male,60.96,51.06,66,No,Minimal Support,2,4.9,4,2,1,4,10,father,yes,no,NVQ qualified
Moderate,11.1,94.5,Male,54.72,47.34,72.5,Yes,Minimal Support,0,4.67,4,0,0,3,13,mother,yes,no,NVQ qualified
Severe,7.6,73.2,Female,80.47,70.98,58.4,No,None,-1,4.16,3,4,0,4,7,father,no,no,High school
Normal,16.3,55,Male,63.33,50.16,54.3,No,None,0,3.06,2,4,1,1,5,mother,yes,no,Master
Mild,5.5,67.2,Male,55.25,50.99,60.7,Yes,None,0,4.83,4,2,1,1,1,mother,yes,no,NVQ qualified
Normal,9.1,74.7,Female,32.24,56.15,74.2,No,Minimal Support,1,4.34,2,4,2,3,14,mother,yes,yes,High school
Mild,7.8,92.8,Male,34.49,30.67,102.9,Yes,Minimal Support,0,2.76,2,1,1,2,5,mother,yes,no,High school
Mild,17.2,81.4,Male,73.05,66.31,83.9,No,Minimal Support,1,3,3,2,3,3,7,mother,no,no,High school
Mild,,85.8,Female,32.13,43.57,87.8,Yes,Strong Support,0,3.63,4,2,1,3,5,mother,yes,no,High school
Normal,15.2,82,Female,74.18,61.77,63.4,Yes,Minimal Support,1,3.74,2,3,1,2,2,mother,yes,no,Degree
Mild,2.6,91.9,Female,64.13,47.53,,No,Minimal Support,-1,3.43,3,2,2,4,7,mother,yes,no,Diploma level
Severe,11.3,71,Male,55.25,68.08,31.9,No,Minimal Support,0,4.35,3,3,1,3,4,mother,yes,no,Master
Moderate,14.4,78.3,Female,50.25,59.36,56,No,Minimal Support,0,5.24,3,4,1,3,0,father,yes,no,None
Normal,10.4,75.6,Male,39.96,48.1,44.3,Yes,Minimal Support,1,3.74,4,3,2,2,2,mother,yes,no,Diploma level
Moderate,15.3,66.2,Female,55.91,56.57,76.5,Yes,Minimal Support,0,3.67,4,1,1,4,3,mother,yes,no,Master
Severe,7.4,95.2,Female,84.23,76.91,62,nan,Minimal Support,0,4.08,3,3,2,0,11,mother,no,no,Degree
Normal,17,94.8,Male,83.91,81.11,45.2,No,Minimal Support,1,2.68,2,0,2,5,1,mother,yes,no,Master
Severe,21.5,99.1,Female,89.64,73.25,73.2,Yes,Moderate Support,0,3.67,3,3,2,3,8,mother,no,yes,None
Mild,8.2,59.7,Female,69.96,54.87,69.8,No,None,2,2.68,5,2,-1,2,8,father,yes,no,High school
Severe,7.8,82,Male,57.6,65.74,48,No,Minimal Support,1,3.84,3,2,1,2,16,father,yes,no,Master
Severe,17.3,96.8,Male,64.69,65.45,87.7,No,Minimal Support,1,4.01,4,3,2,5,2,mother,no,no,High school
Normal,17.9,105.1,Female,61.66,64.78,53.7,Yes,Moderate Support,0,5.19,4,3,1,1,7,mother,yes,no,Degree
Mild,7.4,44.8,Male,47.4,72.01,73.9,No,None,0,2.88,5,0,3,3,10,father,yes,no,NVQ qualified
Severe,7.9,74.9,Female,68.87,49.37,63.1,Yes,None,0,4.08,3,3,2,2,3,father,yes,no,NVQ qualified
Normal,8.6,71.2,Male,72.8,68.3,89.7,Yes,None,1,4.43,3,1,2,3,1,father,yes,no,None
Moderate,3.3,106.8,Female,31.58,34.53,78.8,Yes,Minimal Support,0,4.57,4,3,2,3,9,mother,yes,no,NVQ qualified
Mild,5.4,30.8,Male,58.35,67.87,48.5,Yes,None,0,3.21,4,4,3,4,2,other,yes,yes,Master
Mild,5,54.1,Male,58.12,53.15,92.3,No,None,0,3.76,3,3,2,3,4,other,yes,no,NVQ qualified
Mild,6.2,,Female,37.59,58.78,46,nan,Strong Support,-1,4.48,1,4,1,3,1,mother,yes,no,NVQ qualified
Mild,9.8,65.6,Male,62.36,75.8,49.1,Yes,None,0,2.58,1,7,3,2,5,mother,yes,no,High school
Moderate,11.2,49,Female,57.03,39.83,89.4,Yes,None,0,4.1,5,2,1,1,6,mother,no,no,Master
Mild,17.8,105.2,Female,57.02,53.91,64.6,Yes,Moderate Support,0,2.22,3,3,3,1,15,father,yes,yes,Master
Moderate,5,46.4,Female,30.2,58.53,69.7,Yes,None,0,3.69,3,4,3,2,12,mother,yes,no,Master
Mild,14.9,95.4,Female,53.28,46.29,71.3,Yes,Minimal Support,1,3.85,3,4,2,4,5,mother,yes,no,None
Moderate,8.9,43.8,Female,38.78,47.08,48.8,No,None,1,3.66,4,3,1,0,0,mother,no,no,Degree
Normal,9.8,46.1,Female,67.55,69.27,93.2,No,None,-1,3.18,2,4,1,2,0,father,yes,no,High school
Mild,13.4,79,Female,55.76,59.43,,No,Minimal Support,0,2.81,5,2,2,4,9,father,yes,no,Master
Normal,4.4,58,Male,60.41,58.29,37,Yes,None,1,3.59,3,4,0,3,9,mother,yes,no,High school
Severe,11.9,80.4,Male,77.24,61.34,58.3,Yes,Minimal Support,0,3.96,4,2,2,2,2,father,yes,no,Degree
Mild,10.8,111,Female,49.31,32.55,75.2,No,Moderate Support,1,2.58,3,2,0,4,2,mother,no,no,Master
Moderate,12.5,71.9,Female,54.37,57.2,63.3,No,Minimal Support,0,3.66,4,3,0,1,1,mother,yes,no,NVQ qualified
Mild,11.4,107.6,Male,80.56,70.51,56.9,Yes,Minimal Support,0,4.54,5,2,2,2,5,mother,yes,no,Diploma level
Normal,22.3,81.5,Male,70.14,78.26,73.4,Yes,Minimal Support,0,4.53,2,4,2,2,7,father,yes,no,None
Moderate,6.8,94.1,Male,51.27,35.46,74.9,No,Minimal Support,0,5.52,3,2,1,0,9,mother,yes,no,Diploma level
Moderate,7.3,27.9,Male,55.73,74.95,90.4,No,None,0,3.72,4,3,1,2,4,mother,yes,yes,NVQ qualified
Normal,6.9,87.7,Male,47.99,42.25,39,No,Minimal Support,2,3.11,4,3,1,2,4,mother,yes,no,None
Normal,7.2,84.7,Male,46.07,47.33,49.9,No,Minimal Support,2,3.84,4,2,2,1,6,father,yes,no,None
Moderate,6.8,67.8,Female,54.81,52.36,53.7,No,None,0,5.24,1,3,3,2,5,mother,yes,yes,Diploma level
Moderate,15.9,112.9,Male,54.06,71.66,101,No,Moderate Support,0,4.53,4,4,1,0,2,mother,yes,no,None
Normal,17.1,65.1,Female,46.95,41.96,87.6,Yes,Minimal Support,1,3.62,3,3,2,4,0,mother,yes,no,NVQ qualified
Severe,7.1,42.8,Male,50.18,50.72,69.1,Yes,None,0,3.47,3,0,1,3,7,mother,yes,no,Degree
Mild,5.8,90.6,Female,79.82,60.92,63.7,Yes,Minimal Support,1,5.4,2,3,1,2,1,father,yes,no,NVQ qualified
Normal,12.4,46.5,Female,60.95,67.83,71.6,No,None,1,4.49,4,3,0,2,10,father,yes,no,NVQ qualified
Severe,7.2,76.5,Female,50.91,61.91,82.6,No,None,1,3.17,4,1,0,4,8,mother,yes,no,Master
Normal,13.2,101.8,Female,32.98,59.24,61.2,No,Minimal Support,0,3.44,1,3,1,1,15,mother,yes,no,Master
Mild,11,85,Female,56.25,53.88,69.1,No,Minimal Support,1,3.84,2,4,2,1,19,mother,yes,yes,Diploma level
Severe,2.4,70.1,Male,78.55,70.35,59.9,No,None,1,4.01,3,3,1,1,0,father,yes,no,NVQ qualified
Mild,,68,Female,76.16,66.66,44.1,Yes,Strong Support,-1,3.77,4,5,0,4,9,mother,yes,no,None
Severe,19,100.3,Male,69.65,68.08,38.2,No,Moderate Support,0,3.99,3,4,0,0,2,mother,yes,no,Master
Moderate,6.9,50.6,Female,64.25,81.6,54.6,Yes,None,1,3.65,4,5,2,2,3,father,yes,no,NVQ qualified
Mild,,90.5,Male,58.19,57.84,,No,Strong Support,0,4.29,3,5,1,2,2,other,yes,no,High school
Normal,11.4,118.9,Female,54.44,64.96,71.5,No,Moderate Support,1,4.4,4,3,3,6,6,mother,yes,no,High school
Moderate,11.7,,Female,67.86,61.8,69,No,Strong Support,1,4.45,3,2,2,4,13,father,yes,no,Degree
Normal,13.3,70.2,Female,64.66,68.32,44.1,nan,Minimal Support,1,4.74,3,2,0,1,4,mother,yes,no,NVQ qualified
Severe,20.1,71.8,Female,67.44,51.02,65.1,No,Minimal Support,1,3.95,3,3,1,1,0,father,yes,yes,NVQ qualified
Mild,9.1,65.4,Female,43.55,38.63,56.8,Yes,None,1,4.02,5,5,0,4,0,mother,yes,no,NVQ qualified
Severe,6,62,Female,45.91,60.29,61.3,No,None,0,4.35,7,2,0,0,7,mother,yes,no,NVQ qualified
Severe,3.1,77.4,Male,46.33,44.73,66.2,No,None,0,5.45,3,0,2,3,4,mother,yes,no,Diploma level
Normal,6.3,88.6,Male,52.68,49.61,84.2,nan,Minimal Support,1,6.06,2,4,0,4,9,mother,yes,no,Diploma level
Mild,9.8,107.2,Female,71.92,77.23,58.1,No,Minimal Support,-1,2.97,4,5,2,2,2,father,yes,no,High school
Moderate,19,35.9,Male,53.18,43.68,90.2,nan,None,1,3.65,3,2,2,2,5,mother,yes,no,Degree
Normal,7.4,26.2,Female,71.57,64.91,45.5,Yes,None,0,3.79,3,3,1,3,11,father,yes,no,NVQ qualified
Mild,11.1,107.6,Male,46.3,49.46,51.8,No,Minimal Support,0,2.79,3,4,2,3,1,mother,yes,no,High school
Mild,9.9,76.1,Male,62.14,68.87,63.6,No,Minimal Support,0,2.9,4,2,1,4,5,mother,yes,no,NVQ qualified
Moderate,,77.2,Female,52.85,62.04,47.5,No,Strong Support,0,3.79,3,3,2,2,1,mother,no,no,None
Normal,22.6,85,Male,56.16,89.11,45.2,Yes,Minimal Support,0,4.19,3,4,1,2,1,mother,no,no,High school
Mild,7.3,71.3,Male,75.66,72.35,66.1,No,None,0,3.94,4,4,4,2,4,mother,yes,no,Master
Moderate,7.6,114.5,Male,78.69,61.25,45.1,nan,Moderate Support,0,3.96,3,3,2,3,6,mother,yes,no,Degree
Severe,15.2,84.8,Female,43.86,42.81,50.6,No,Minimal Support,0,3.88,5,2,1,4,8,mother,yes,yes,High school
Normal,13.4,66,Male,56.19,69.88,,No,None,0,5.1,5,2,1,2,1,mother,yes,yes,None
Normal,19.2,67.8,Male,39.82,36.28,90.5,Yes,Minimal Support,0,5.13,1,2,1,2,8,mother,yes,no,High school
Mild,12.9,,Male,41.08,58.87,62.1,No,Strong Support,0,4.67,2,2,3,2,6,mother,no,yes,Degree
Moderate,8.2,59.5,Female,39.59,43.96,,nan,None,0,3.98,2,1,2,2,4,mother,yes,no,High school
Normal,13,,Male,40.71,40.53,47.8,Yes,Strong Support,0,4.94,2,2,3,3,6,mother,yes,no,NVQ qualified
Normal,15.5,,Female,50.77,43.75,,No,Strong Support,0,3.5,5,1,2,4,0,mother,yes,no,Diploma level
Normal,14.1,51.6,Female,82.76,68.64,30.6,No,None,0,5.01,2,4,1,1,3,mother,yes,no,High school
Mild,12.5,83.1,Male,30.41,50.41,50.2,Yes,Minimal Support,-1,3.81,4,3,2,4,4,mother,yes,no,High school
Moderate,15.3,103.8,Female,60.95,49.12,76.5,Yes,Moderate Support,0,3.45,4,3,3,1,7,father,yes,no,Master
Mild,15.8,96.2,Female,78.79,100.43,56.4,nan,Minimal Support,0,3.08,2,3,1,2,1,father,yes,no,None
Severe,16.9,59.8,Female,42.67,37.33,67.3,Yes,None,1,4.74,4,4,2,1,1,mother,yes,no,NVQ qualified
Mild,13.2,52.8,Female,58.36,72.81,68.3,No,None,0,3.19,4,3,1,2,8,mother,no,no,High school
Moderate,9.2,103.5,Female,61.44,64.8,76,Yes,Minimal Support,0,2.34,3,5,2,2,12,mother,yes,no,Master
Normal,10.7,42.5,Male,44.03,52.27,89.9,No,None,0,3.56,4,4,3,2,5,mother,yes,no,High school
Mild,16,82.4,Male,40.48,31.34,74.1,Yes,Minimal Support,1,3.29,3,4,2,2,6,other,yes,yes,High school
Severe,5.9,63.6,Female,64.61,68.77,61.4,No,None,-1,2.58,5,4,3,0,4,mother,no,yes,Diploma level
Mild,11.8,101.3,Female,61.7,74.44,77,Yes,Minimal Support,0,3.3,4,3,2,4,8,mother,no,no,None
Severe,8,53.9,Female,48.41,51.48,69.6,Yes,None,0,3.16,4,2,1,0,8,mother,yes,no,None
Severe,10.1,59.1,Female,42.62,41.71,31.4,No,None,0,4.49,2,4,2,4,17,mother,yes,no,Master
Mild,16.4,87.3,Male,55.18,60.88,47,Yes,Minimal Support,1,3.23,3,3,0,1,4,mother,yes,no,High school
Severe,11,90.9,Male,61.5,47.09,61.6,No,Minimal Support,0,4.65,2,1,1,1,1,father,yes,no,None
Normal,10.2,,Female,42.02,53.15,56.2,No,Strong Support,0,4.67,3,4,2,1,2,father,no,no,Master
Moderate,3.2,84.5,Female,57.55,55.1,63.2,No,Minimal Support,-1,3.56,3,3,2,6,9,father,yes,no,Diploma level
Mild,13.7,82,Female,59.37,54.76,28.6,Yes,Minimal Support,0,5.28,4,4,1,3,6,other,yes,no,NVQ qualified
Normal,13.2,96,Male,51.57,69.6,77.6,Yes,Minimal Support,1,3.16,1,0,3,3,6,father,yes,yes,Diploma level
Moderate,20.8,47.6,Male,31.91,50.3,64.2,No,None,0,6.08,3,4,1,1,12,mother,yes,no,Diploma level
Moderate,8.5,57.4,Female,47.17,32.06,83.2,Yes,None,0,3.64,4,2,2,2,0,father,yes,no,NVQ qualified
Normal,11.1,49.3,Female,83.71,58.14,65.4,No,None,1,4.61,3,4,1,0,10,mother,yes,no,Master
Normal,,21.3,Male,55.09,53.73,68,No,Strong Support,0,3.92,3,4,0,3,2,father,yes,no,NVQ qualified
Moderate,,91.8,Female,66.89,89.1,49.5,Yes,Strong Support,0,4.56,3,4,1,2,4,mother,yes,no,None
Normal,9.5,103.6,Female,68.84,83.21,46.9,Yes,Minimal Support,0,3.35,2,3,1,4,13,mother,yes,no,Master
Mild,11.4,86.1,Male,74.07,75.52,67,No,Minimal Support,-1,4.82,3,3,2,1,8,mother,yes,no,High school
Moderate,13,82.6,Female,61.53,53.98,65,Yes,Minimal Support,2,3.59,2,4,2,3,9,mother,yes,no,NVQ qualified
Mild,10.9,76.7,Female,38.71,31.56,40.4,Yes,Minimal Support,0,4.97,4,6,0,0,15,mother,no,no,None
Mild,7.8,76.1,Male,65.94,55.63,79.1,No,Minimal Support,0,3.45,4,3,2,1,3,mother,yes,no,Master
Moderate,,108.9,Male,64.71,59.27,65.7,No,Strong Support,0,4.59,4,5,2,0,4,mother,yes,no,High school
Moderate,15.4,106,Male,58.38,51.18,57.4,No,Moderate Support,0,4.23,4,4,1,2,2,mother,yes,no,High school
Moderate,4.9,63.3,Female,61.54,51.47,52,Yes,None,1,4.04,2,1,2,1,13,father,yes,yes,Degree
Mild,10.7,97.2,Female,57.69,53.37,76.3,No,Minimal Support,1,2.29,3,4,2,2,4,mother,yes,no,NVQ qualified
Mild,6.5,99.6,Male,68.69,61.83,54.6,Yes,Minimal Support,0,3.07,4,4,2,2,7,other,yes,yes,Degree
Mild,16,88,Male,62.63,85.21,,No,Minimal Support,0,3.54,5,2,1,5,1,mother,yes,no,Diploma level
Normal,2.4,82.8,Male,76.43,58.19,62.5,Yes,None,0,4.75,4,4,-1,4,0,mother,yes,no,NVQ qualified
Moderate,7.2,82.1,Female,57.47,50.62,57,Yes,Minimal Support,0,5.29,4,4,1,-1,9,other,yes,no,Master
Normal,11.9,45.4,Female,51.6,59.03,45.5,Yes,None,0,3.53,4,5,0,0,5,mother,yes,no,High school
Normal,17.8,43.6,Male,30.76,33.09,84.5,No,None,0,4.63,4,3,3,2,15,mother,no,no,None
Severe,9.7,90.7,Male,48.63,48.76,49.9,Yes,Minimal Support,1,3.99,2,4,0,5,4,father,yes,no,Master
Normal,7.2,53,Female,33.54,59.78,52.1,Yes,None,-1,2.66,4,2,2,3,1,father,yes,no,NVQ qualified
Normal,19.4,47.2,Male,51.43,42.06,85.1,No,None,0,3.37,3,4,1,3,12,mother,yes,no,High school
Moderate,2.8,33.5,Female,50.96,56.19,63.5,No,None,0,3.9,4,7,1,2,4,mother,no,yes,High school
Moderate,-1,65.5,Female,32.05,44.42,69.8,Yes,None,1,3,4,4,0,2,2,mother,yes,no,Master
Severe,12.2,82.5,Male,60.75,50.97,87.7,Yes,Minimal Support,0,4,3,4,3,3,11,mother,yes,yes,Diploma level
Moderate,7.5,84.1,Male,47.03,42.17,87.3,Yes,Minimal Support,1,3.61,2,4,3,0,10,father,no,no,High school
Normal,4.9,92,Female,59.39,53.92,56.8,Yes,Minimal Support,0,6.11,3,2,2,2,4,father,no,yes,Master
Moderate,13.5,67.2,Female,53.01,74.76,82.3,nan,None,0,2.77,5,1,0,2,3,father,yes,no,High school
Normal,,,Male,52.78,54.38,40.9,No,Strong Support,0,2.86,1,4,2,1,5,mother,yes,yes,High school
Normal,7.2,91.9,Female,70.1,58.98,38.6,No,Minimal Support,0,3.98,3,4,2,2,11,mother,yes,no,High school
Moderate,3.6,84.3,Male,30.18,40.81,65.7,No,Minimal Support,-1,5.11,3,3,2,3,3,mother,yes,no,Diploma level
Mild,14.4,63.3,Male,50.68,66.1,63.7,Yes,None,1,3.7,2,2,0,2,7,mother,yes,no,Diploma level
Severe,13.3,81,Male,59.1,48.14,74.7,No,Minimal Support,0,4.3,3,1,2,1,0,father,yes,yes,NVQ qualified
Mild,9.5,35.3,Male,69.88,51.77,73.1,No,None,1,3.72,4,3,2,1,11,mother,yes,no,None
Normal,19.2,75,Female,36.96,58.52,75.4,Yes,Minimal Support,1,2.77,3,5,0,3,4,mother,yes,no,High school
Mild,,62.6,Female,54.52,52.64,,Yes,Strong Support,0,3.46,5,3,1,1,9,father,yes,no,Master
Mild,2.4,105.4,Male,54.64,62.63,94.4,No,Minimal Support,1,5.54,5,0,1,3,1,mother,yes,yes,Master
Severe,6.5,55.5,Male,50.66,68.92,78.2,Yes,None,0,4.48,3,3,1,4,18,father,yes,no,None
Mild,,77.3,Male,40.76,34.01,64.7,Yes,Strong Support,2,2.55,5,5,2,4,3,mother,yes,no,Master
Mild,11.2,66.4,Male,52.27,49.98,61.9,No,None,-1,3.17,4,2,1,3,11,father,yes,yes,Diploma level
Mild,8.8,63.8,Female,50.85,70.02,64.8,No,None,1,4.28,5,1,2,2,3,father,yes,no,Master
Mild,11.8,82.5,Female,33.36,57.66,56.4,No,Minimal Support,0,3.14,2,3,2,1,14,father,yes,no,High school
Mild,3.7,66.6,Female,53.44,51.42,78.9,Yes,None,0,4.53,3,3,2,2,1,father,yes,no,Master
Moderate,17.2,,Female,53.84,41.54,80.6,No,Strong Support,2,5.8,4,4,2,1,9,mother,yes,no,Diploma level
Mild,9.6,35.5,Female,41,53.09,55.5,Yes,None,1,4.01,3,3,2,0,16,mother,yes,no,Diploma level
Normal,15.6,87.6,Male,63.29,66.93,62.5,No,Minimal Support,0,3.82,3,4,1,3,8,mother,yes,no,Master
Mild,11.7,73.3,Male,46.91,42.76,38.5,No,Minimal Support,1,3.75,2,4,2,3,7,father,yes,no,High school
Mild,12.3,74,Male,67.15,83.08,,Yes,Minimal Support,0,3.77,2,3,1,1,6,father,yes,no,High school
Normal,12.8,81,Male,84.39,74.73,65.6,No,Minimal Support,0,3.01,3,5,1,1,12,mother,yes,no,Master
Moderate,12.2,95,Female,62.11,82.51,,Yes,Minimal Support,1,5.01,3,3,0,2,12,father,yes,no,Master
Severe,13.2,80.3,Female,67.02,51.79,57.1,Yes,Minimal Support,0,4.58,2,6,1,3,5,father,no,no,None
Severe,16.6,95,Female,59.33,30.08,47.7,Yes,Minimal Support,1,3.09,2,3,1,4,9,mother,yes,no,High school
Normal,11,75.9,Male,48.68,57.49,41.4,Yes,Minimal Support,0,4.83,4,2,2,6,0,mother,no,no,NVQ qualified
Normal,13.5,54.3,Female,70.12,53.79,87.2,No,None,0,4.14,3,4,3,2,11,mother,no,no,High school
Mild,9.6,73.2,Female,58.61,64.96,,No,Minimal Support,0,1.52,3,3,2,1,8,mother,yes,no,Degree
Moderate,17.2,,Male,63.76,72.03,66.7,Yes,Strong Support,1,5.43,3,3,1,1,0,mother,yes,no,None
Normal,6.6,66.8,Female,49.18,46.72,79.6,No,None,1,3.61,6,2,2,4,16,father,yes,no,Master
Moderate,19,53.3,Female,53.07,65.73,86.3,Yes,None,1,4.58,4,4,1,1,0,mother,yes,no,Master
Normal,9.8,87.4,Female,50.02,39.99,49.1,No,Minimal Support,0,3.63,5,0,2,1,0,mother,yes,no,NVQ qualified
Mild,2.8,81.7,Male,87.68,60.42,84.2,Yes,None,0,4.57,2,3,0,0,5,mother,yes,no,None
Mild,10.6,59.6,Female,50.7,55.24,67.4,No,None,0,4.03,3,3,1,-2,14,mother,yes,yes,NVQ qualified
Normal,6.6,,Male,70.04,61.36,73.6,Yes,Strong Support,1,6.82,3,4,1,1,11,mother,yes,yes,Master
Severe,14.2,71.4,Female,38.22,52.58,91.4,No,Minimal Support,0,3.71,0,2,1,6,1,mother,yes,yes,NVQ qualified
Moderate,6.7,75.1,Male,66.63,65.85,74.2,Yes,None,0,2.51,5,4,0,2,5,father,yes,no,Degree
Normal,7.8,87.9,Male,48.96,47.96,51.1,No,Minimal Support,0,4.36,3,4,2,2,9,mother,yes,no,High school
Moderate,0.6,66.9,Female,40.27,49.8,34.2,No,None,0,5.37,5,3,1,2,4,mother,yes,yes,None
Moderate,7.7,89,Female,86.12,51.63,74.6,Yes,Minimal Support,1,4.21,3,2,2,3,1,other,no,no,NVQ qualified
Moderate,-2.1,64.3,Male,54.51,68.14,71.1,Yes,None,0,4.2,2,0,3,2,9,mother,yes,no,Master
Severe,2.1,108.3,Female,53.38,37.81,53.1,No,Minimal Support,-1,4.13,3,5,2,1,4,mother,yes,no,High school
Normal,13.8,108.8,Male,49.62,31.62,67.8,nan,Moderate Support,0,2.89,4,4,1,-1,5,father,yes,yes,Diploma level
Severe,13.9,57.9,Male,79.19,62.58,,No,None,0,4.28,3,1,1,5,2,mother,yes,no,None
