Emotion,Time,Weather,Tempo_Min,Tempo_Max,Valence_Min,Valence_Max,Energy_Min,Energy_Max,Language,Playlist size,Playlist,Final Playlist
Aggressive,Morning,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,3,8,2
Aggressive,Night,Sunny,70,100,0.45,0.6,0.4,0.55,Hindi,4,6,6
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,English,4,12,4
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,English,2,5,4
Nervous,Evening,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,4,3,7
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,English,4,4,9
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,3,9,2
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,4,3,12
Aggressive,Night,Sunny,70,100,0.45,0.6,0.4,0.55,Hindi,3,8,6
Nervous,Night,Sunny,60,90,0.5,0.65,0.4,0.55,Sinhala,4,3,10
Aggressive,Morning,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,4,6,2
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,English,5,2,9
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,English,5,7,4
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,11,4
Lazy,Night,Rainy,100,120,0.66,0.7,0.5,0.6,English,3,11,1
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,11,4
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,English,3,8,8
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,4,15,9
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,4,10,19
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,3,16,14
Aggressive,Night,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,4,6,6
Nervous,Study,Rainy,60,90,0.5,0.65,0.4,0.55,English,5,1,11
Neutral,Morning,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,3,13,10
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,English,2,5,3
Aggressive,Study,Rainy,70,100,0.45,0.6,0.4,0.55,English,2,5,7
Aggressive,Night,Sunny,70,100,0.45,0.6,0.4,0.55,English,3,8,6
Lazy,Night,Rainy,100,120,0.66,0.7,0.5,0.6,English,4,10,1
Nervous,Morning,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,4,4,6
Neutral,Evening,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,4,14,11
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,English,4,14,14
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,English,4,14,16
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,19
Aggressive,Morning,Rainy,70,100,0.45,0.6,0.4,0.55,Sinhala,5,7,1
Nervous,Night,Sunny,60,90,0.5,0.65,0.4,0.55,English,5,1,10
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,5,1,9
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,English,4,10,4
Aggressive,Morning,Rainy,70,100,0.45,0.6,0.4,0.55,Sinhala,2,5,1
Lazy,Night,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,1
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,5,7,4
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,3,11,4
Neutral,Night,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,3,13,13
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Sinhala,4,6,3
Neutral,Night,Rainy,90,110,0.5,0.65,0.5,0.6,English,4,15,13
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,20
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,3,11,20
Nervous,Morning,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,4,4,5
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,English,3,16,14
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,English,5,2,9
Neutral,Study,Rainy,90,110,0.5,0.65,0.5,0.6,English,3,13,15
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,10,4
Neutral,Study,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,4,14,15
Nervous,Study,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,4,4,11
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,3,13,9
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,11,20
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,2,5,3
Neutral,Evening,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,3,16,11
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,4,12,20
Lazy,Study,Rainy,100,120,0.66,0.7,0.5,0.6,English,4,12,3
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,4,15,14
Aggressive,Study,Rainy,70,100,0.45,0.6,0.4,0.55,English,5,7,7
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,3,9,20
Nervous,Evening,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,4,3,7
Neutral,Study,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,4,14,15
Nervous,Evening,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,5,2,7
Neutral,Evening,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,3,16,11
Nervous,Morning,Sunny,60,90,0.5,0.65,0.4,0.55,Sinhala,5,1,6
Neutral,Evening,Sunny,90,110,0.5,0.65,0.5,0.6,English,3,13,12
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,4,15,9
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,3,16,9
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,4,15,16
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,9,20
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,4,15,14
Nervous,Morning,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,4,3,6
Neutral,Evening,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,3,13,11
Lazy,Morning,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,18
Lazy,Morning,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,11,17
Aggressive,Study,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,4,6,7
Nervous,Study,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,5,1,11
Lazy,Night,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,9,1
Nervous,Night,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,4,4,10
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,4,14,9
Aggressive,Study,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,2,5,7
Lazy,Morning,Sunny,100,120,0.66,0.7,0.5,0.6,English,4,10,18
Lazy,Study,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,11,3
Nervous,Night,Sunny,60,90,0.5,0.65,0.4,0.55,English,4,3,10
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,20
Aggressive,Night,Sunny,70,100,0.45,0.6,0.4,0.55,English,4,6,6
Aggressive,Night,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,5,7,6
Nervous,Evening,Rainy,60,90,0.5,0.65,0.4,0.55,English,4,3,7
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,Hindi,4,6,8
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,2
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,4
Aggressive,Morning,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,4,6,1
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,4,4,12
Nervous,Evening,Sunny,60,90,0.5,0.65,0.4,0.55,English,5,2,8
Lazy,Study,Rainy,100,120,0.66,0.7,0.5,0.6,English,4,10,3
Lazy,Morning,Rainy,100,120,0.66,0.7,0.5,0.6,English,4,12,17
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,4,10,19
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,10,20
Aggressive,Morning,Sunny,70,100,0.45,0.6,0.4,0.55,Hindi,3,8,2
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,3,16,9
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,3,16,16
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,2
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,3,8,4
Aggressive,Morning,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,4,6,1
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,English,2,5,8
Nervous,Evening,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,4,4,8
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,4,14,9
Nervous,Evening,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,5,2,8
Nervous,Morning,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,4,4,5
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,3,11,20
Neutral,Night,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,3,13,13
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,English,3,8,8
Neutral,Evening,Sunny,90,110,0.5,0.65,0.5,0.6,English,3,13,12
Aggressive,Night,Rainy,70,100,0.45,0.6,0.4,0.55,English,2,5,5
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,English,3,8,4
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,5,7,8
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,3,11,19
Neutral,Evening,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,4,15,11
Neutral,Night,Rainy,90,110,0.5,0.65,0.5,0.6,English,3,16,13
Neutral,Study,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,3,16,15
Nervous,Study,Rainy,60,90,0.5,0.65,0.4,0.55,English,4,4,11
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,4,15,9
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,3,8,4
Neutral,Evening,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,3,16,12
Lazy,Morning,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,3,9,18
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,5,1,12
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,3,9,4
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,English,4,15,14
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,4,14,16
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,3,11,2
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,English,5,1,12
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,4,14,16
Aggressive,Night,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,2,5,5
Aggressive,Night,Sunny,70,100,0.45,0.6,0.4,0.55,English,2,5,6
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,English,4,15,14
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,4,10,19
Aggressive,Night,Rainy,70,100,0.45,0.6,0.4,0.55,English,2,5,5
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,3,16,14
Nervous,Morning,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,5,1,5
Aggressive,Night,Rainy,70,100,0.45,0.6,0.4,0.55,English,4,6,5
Aggressive,Morning,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,2,5,2
Nervous,Morning,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,4,4,6
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,English,4,15,9
Nervous,Morning,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,5,2,5
Aggressive,Morning,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,5,7,1
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,3,11,19
Lazy,Night,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,11,1
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,English,5,1,9
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,English,3,13,14
Lazy,Study,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,3
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,English,4,10,2
Neutral,Study,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,3,13,15
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,3,11,2
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,4,12,20
Aggressive,Night,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,5,7,6
Neutral,Morning,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,4,15,10
Neutral,Morning,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,3,16,10
Lazy,Study,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,11,3
Lazy,Study,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,3,9,3
Aggressive,Study,Rainy,70,100,0.45,0.6,0.4,0.55,Sinhala,2,5,7
Lazy,Morning,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,3,11,18
Neutral,Evening,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,3,16,12
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,3,16,16
Nervous,Morning,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,4,4,5
Nervous,Morning,Sunny,60,90,0.5,0.65,0.4,0.55,Sinhala,4,3,6
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,English,4,3,12
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,English,4,10,19
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,English,4,10,20
Neutral,Evening,Rainy,90,110,0.5,0.65,0.5,0.6,English,3,16,11
Neutral,Study,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,4,14,15
Nervous,Evening,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,5,2,7
Nervous,Night,Sunny,60,90,0.5,0.65,0.4,0.55,English,5,2,10
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,3,8,3
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,11,2
Nervous,Night,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,4,3,10
Neutral,Evening,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,3,16,12
Neutral,Night,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,4,14,13
Aggressive,Morning,Sunny,70,100,0.45,0.6,0.4,0.55,Hindi,5,7,2
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,5,1,9
Nervous,Night,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,4,3,10
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,9,19
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,4,4,12
Lazy,Study,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,3,11,3
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,3,16,9
Lazy,Night,Rainy,100,120,0.66,0.7,0.5,0.6,English,3,9,1
Nervous,Evening,Rainy,60,90,0.5,0.65,0.4,0.55,English,4,4,7
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,5,2,12
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,2
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,4,6,3
Neutral,Morning,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,3,13,10
Lazy,Morning,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,3,11,18
Nervous,Evening,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,4,3,7
Aggressive,Morning,Sunny,70,100,0.45,0.6,0.4,0.55,Hindi,2,5,2
Lazy,Morning,Sunny,100,120,0.66,0.7,0.5,0.6,English,4,12,18
Nervous,Night,Sunny,60,90,0.5,0.65,0.4,0.55,English,4,4,10
Nervous,Evening,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,5,1,7
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,4,14,14
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,20
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,2,5,4
Lazy,Morning,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,3,9,17
Aggressive,Study,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,4,6,7
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,9,20
Nervous,Morning,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,4,4,5
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,20
Aggressive,Night,Sunny,70,100,0.45,0.6,0.4,0.55,Hindi,5,7,6
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,English,3,16,9
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,20
Lazy,Night,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,1
Lazy,Morning,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,9,17
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Sinhala,2,5,3
Nervous,Morning,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,4,3,5
Neutral,Evening,Rainy,90,110,0.5,0.65,0.5,0.6,English,4,14,11
Aggressive,Night,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,3,8,5
Lazy,Morning,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,17
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,3,11,20
Aggressive,Morning,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,3,8,1
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,5,1,12
Neutral,Evening,Sunny,90,110,0.5,0.65,0.5,0.6,English,3,13,12
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,9,2
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,English,4,6,4
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,English,5,7,8
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,English,3,16,14
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,English,5,7,4
Aggressive,Study,Rainy,70,100,0.45,0.6,0.4,0.55,Sinhala,5,7,7
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,9,20
Nervous,Evening,Sunny,60,90,0.5,0.65,0.4,0.55,English,5,1,8
Lazy,Night,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,3,11,1
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,11,2
Lazy,Night,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,11,1
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,Hindi,3,8,8
Nervous,Morning,Rainy,60,90,0.5,0.65,0.4,0.55,English,4,3,5
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,5,2,9
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,English,4,6,8
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,4,14,16
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,English,3,16,16
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,English,5,2,12
Neutral,Evening,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,3,16,11
Nervous,Morning,Sunny,60,90,0.5,0.65,0.4,0.55,English,4,3,6
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,11,19
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,2
Lazy,Morning,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,4,12,17
Lazy,Study,Rainy,100,120,0.66,0.7,0.5,0.6,English,3,11,3
Lazy,Morning,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,9,17
Neutral,Evening,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,4,15,12
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Sinhala,3,8,3
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,11,4
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,4
Neutral,Evening,Rainy,90,110,0.5,0.65,0.5,0.6,Sinhala,3,13,11
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,English,4,3,12
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Sinhala,4,6,3
Lazy,Study,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,11,4
Lazy,Morning,Rainy,100,120,0.66,0.7,0.5,0.6,Sinhala,3,9,17
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,English,3,9,20
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,English,4,12,19
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,3,9,2
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,English,3,8,8
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,5,2,9
Lazy,Study,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,3
Lazy,Evening,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,19
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,4,14,9
Nervous,Study,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,4,4,11
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,3,8,8
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,3,16,9
Aggressive,Night,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,3,8,5
Nervous,Evening,Sunny,60,90,0.5,0.65,0.4,0.55,Sinhala,4,3,8
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,2
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,3,9,2
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,5,1,12
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,3,8,4
Nervous,Night,Sunny,60,90,0.5,0.65,0.4,0.55,Sinhala,5,1,10
Lazy,Morning,Rainy,100,120,0.66,0.7,0.5,0.6,English,3,9,17
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,Hindi,2,5,4
Aggressive,Night,Rainy,70,100,0.45,0.6,0.4,0.55,English,3,8,5
Aggressive,Study,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,2,5,7
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,3,13,16
Lazy,Morning,Sunny,100,120,0.66,0.7,0.5,0.6,Hindi,3,11,18
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,4,14,16
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,English,3,8,4
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,3,8,3
Neutral,Night,Sunny,90,110,0.5,0.65,0.5,0.6,English,3,13,14
Lazy,Night,Rainy,100,120,0.66,0.7,0.5,0.6,Hindi,4,10,1
Aggressive,Night,Rainy,70,100,0.45,0.6,0.4,0.55,English,4,6,5
Aggressive,Night,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,2,5,5
Lazy,Night,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,2
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,12,20
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,English,4,4,9
Lazy,Morning,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,10,18
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,English,4,14,16
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,3,13,9
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,Sinhala,2,5,4
Nervous,Morning,Sunny,60,90,0.5,0.65,0.4,0.55,Hindi,5,2,6
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,3,8,3
Nervous,Morning,Sunny,60,90,0.5,0.65,0.4,0.55,Sinhala,4,4,6
Aggressive,Evening,Sunny,70,100,0.45,0.6,0.4,0.55,Hindi,3,8,4
Nervous,Study,Sunny,60,90,0.5,0.65,0.4,0.55,English,5,2,12
Neutral,Evening,Sunny,90,110,0.5,0.65,0.5,0.6,Hindi,3,13,12
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,English,4,4,9
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,English,3,16,16
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,English,4,6,8
Nervous,Study,Rainy,60,90,0.5,0.65,0.4,0.55,English,4,4,11
Nervous,Evening,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,4,3,7
Nervous,Evening,Rainy,60,90,0.5,0.65,0.4,0.55,Sinhala,4,3,7
Aggressive,Study,Sunny,70,100,0.45,0.6,0.4,0.55,English,5,7,8
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,English,3,8,3
Neutral,Study,Sunny,90,110,0.5,0.65,0.5,0.6,Sinhala,4,14,16
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,5,2,9
Nervous,Morning,Rainy,60,90,0.5,0.65,0.4,0.55,Hindi,5,2,5
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,2,5,3
Aggressive,Evening,Rainy,70,100,0.45,0.6,0.4,0.55,Hindi,2,5,3
Nervous,Morning,Rainy,60,90,0.5,0.65,0.4,0.55,English,4,3,5
Neutral,Morning,Rainy,90,110,0.5,0.65,0.5,0.6,Hindi,4,14,9
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,10,20
Nervous,Night,Rainy,60,90,0.5,0.65,0.4,0.55,English,4,3,9
Lazy,Evening,Sunny,100,120,0.66,0.7,0.5,0.6,Sinhala,4,10,20
